Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value
784,United Arab Emirates,2005,Urban population (percent),,,82.3
784,United Arab Emirates,2005,Urban population (percent growth rate per annum),,,8
784,United Arab Emirates,2005,Rural population (percent growth rate per annum),,,5.3
784,United Arab Emirates,2005,Capital city population (thousands),Abu Dhabi,,655
784,United Arab Emirates,2005,Capital city population (as a percentage of total population),Abu Dhabi,,14.3
784,United Arab Emirates,2005,Capital city population (as a percentage of total urban population),Abu Dhabi,,17.4
784,United Arab Emirates,2010,Urban population (percent),,,84.1
784,United Arab Emirates,2010,Urban population (percent growth rate per annum),,,12.3
784,United Arab Emirates,2010,Rural population (percent growth rate per annum),,,9.7
784,United Arab Emirates,2010,Capital city population (thousands),Abu Dhabi,,912
784,United Arab Emirates,2010,Capital city population (as a percentage of total population),Abu Dhabi,,11
784,United Arab Emirates,2010,Capital city population (as a percentage of total urban population),Abu Dhabi,,13.1
784,United Arab Emirates,2015,Urban population (percent),,,85.7
784,United Arab Emirates,2015,Urban population (percent growth rate per annum),,,2.4
784,United Arab Emirates,2015,Rural population (percent growth rate per annum),,,-0.1
784,United Arab Emirates,2015,Capital city population (thousands),Abu Dhabi,,"1,203"
784,United Arab Emirates,2015,Capital city population (as a percentage of total population),Abu Dhabi,,13.1
784,United Arab Emirates,2015,Capital city population (as a percentage of total urban population),Abu Dhabi,,15.3
784,United Arab Emirates,2018,Urban population (percent),,,86.5
784,United Arab Emirates,2018,Capital city population (thousands),Abu Dhabi,,"1,420"
826,United Kingdom,2005,Urban population (percent),,,79.9
826,United Kingdom,2005,Urban population (percent growth rate per annum),,,0.8
826,United Kingdom,2005,Rural population (percent growth rate per annum),,,-0.8
826,United Kingdom,2005,Capital city population (thousands),London,,"7,501"
826,United Kingdom,2005,Capital city population (as a percentage of total population),London,,12.4
826,United Kingdom,2005,Capital city population (as a percentage of total urban population),London,,15.6
826,United Kingdom,2010,Urban population (percent),,,81.3
826,United Kingdom,2010,Urban population (percent growth rate per annum),,,1.3
826,United Kingdom,2010,Rural population (percent growth rate per annum),,,-0.5
826,United Kingdom,2010,Capital city population (thousands),London,,"8,044"
826,United Kingdom,2010,Capital city population (as a percentage of total population),London,,12.7
826,United Kingdom,2010,Capital city population (as a percentage of total urban population),London,,15.6
826,United Kingdom,2015,Urban population (percent),,,82.6
826,United Kingdom,2015,Urban population (percent growth rate per annum),,,1
826,United Kingdom,2015,Rural population (percent growth rate per annum),,,-0.8
826,United Kingdom,2015,Capital city population (thousands),London,,"8,661"
826,United Kingdom,2015,Capital city population (as a percentage of total population),London,,13.2
826,United Kingdom,2015,Capital city population (as a percentage of total urban population),London,,16
826,United Kingdom,2018,Urban population (percent),,,83.4
826,United Kingdom,2018,Capital city population (thousands),London,,"9,046"
834,United Rep. of Tanzania,2005,Urban population (percent),,,24.8
834,United Rep. of Tanzania,2005,Urban population (percent growth rate per annum),,,5
834,United Rep. of Tanzania,2005,Rural population (percent growth rate per annum),,,2.2
834,United Rep. of Tanzania,2010,Urban population (percent),,,28.1
834,United Rep. of Tanzania,2010,Urban population (percent growth rate per annum),,,5.6
834,United Rep. of Tanzania,2010,Rural population (percent growth rate per annum),,,2.2
834,United Rep. of Tanzania,2015,Urban population (percent),,,31.6
834,United Rep. of Tanzania,2015,Urban population (percent growth rate per annum),,,5.5
834,United Rep. of Tanzania,2015,Rural population (percent growth rate per annum),,,2.1
834,United Rep. of Tanzania,2018,Urban population (percent),,,33.8
834,United Rep. of Tanzania,2018,Capital city population (thousands),Dodoma,,262
840,United States of America,2005,Urban population (percent),,,79.9
840,United States of America,2005,Urban population (percent growth rate per annum),,,1.1
840,United States of America,2005,Rural population (percent growth rate per annum),,,0.1
840,United States of America,2005,Capital city population (thousands),"Washington, D.C.",,"4,264"
840,United States of America,2005,Capital city population (as a percentage of total population),"Washington, D.C.",,1.4
840,United States of America,2005,Capital city population (as a percentage of total urban population),"Washington, D.C.",,1.8
840,United States of America,2010,Urban population (percent),,,80.8
840,United States of America,2010,Urban population (percent growth rate per annum),,,1.1
840,United States of America,2010,Rural population (percent growth rate per annum),,,0
840,United States of America,2010,Capital city population (thousands),"Washington, D.C.",,"4,604"
840,United States of America,2010,Capital city population (as a percentage of total population),"Washington, D.C.",,1.5
840,United States of America,2010,Capital city population (as a percentage of total urban population),"Washington, D.C.",,1.8
840,United States of America,2015,Urban population (percent),,,81.7
840,United States of America,2015,Urban population (percent growth rate per annum),,,0.9
840,United States of America,2015,Rural population (percent growth rate per annum),,,-0.2
840,United States of America,2015,Capital city population (thousands),"Washington, D.C.",,"4,972"
840,United States of America,2015,Capital city population (as a percentage of total population),"Washington, D.C.",,1.6
840,United States of America,2015,Capital city population (as a percentage of total urban population),"Washington, D.C.",,1.9
840,United States of America,2018,Urban population (percent),,,82.3
840,United States of America,2018,Capital city population (thousands),"Washington, D.C.",,"5,207"
850,United States Virgin Islands,2005,Urban population (percent),,,93.7
850,United States Virgin Islands,2005,Urban population (percent growth rate per annum),,,0.1
850,United States Virgin Islands,2005,Rural population (percent growth rate per annum),,,-3.3
850,United States Virgin Islands,2010,Urban population (percent),,,94.6
850,United States Virgin Islands,2010,Urban population (percent growth rate per annum),,,-0.1
850,United States Virgin Islands,2010,Rural population (percent growth rate per annum),,,-3.5
850,United States Virgin Islands,2015,Urban population (percent),,,95.4
850,United States Virgin Islands,2015,Urban population (percent growth rate per annum),,,-0.1
850,United States Virgin Islands,2015,Rural population (percent growth rate per annum),,,-3.2
850,United States Virgin Islands,2018,Urban population (percent),,,95.7
850,United States Virgin Islands,2018,Capital city population (thousands),Charlotte Amalie,,52
858,Uruguay,2005,Urban population (percent),,,93.3
858,Uruguay,2005,Urban population (percent growth rate per annum),,,0.3
858,Uruguay,2005,Rural population (percent growth rate per annum),,,-3.5
858,Uruguay,2005,Capital city population (thousands),Montevideo,,"1,613"
858,Uruguay,2005,Capital city population (as a percentage of total population),Montevideo,,48.5
858,Uruguay,2005,Capital city population (as a percentage of total urban population),Montevideo,,52
858,Uruguay,2010,Urban population (percent),,,94.4
858,Uruguay,2010,Urban population (percent growth rate per annum),,,0.5
858,Uruguay,2010,Rural population (percent growth rate per annum),,,-3.3
858,Uruguay,2010,Capital city population (thousands),Montevideo,,"1,659"
858,Uruguay,2010,Capital city population (as a percentage of total population),Montevideo,,49.2
858,Uruguay,2010,Capital city population (as a percentage of total urban population),Montevideo,,52.1
858,Uruguay,2015,Urban population (percent),,,95
858,Uruguay,2015,Urban population (percent growth rate per annum),,,0.5
858,Uruguay,2015,Rural population (percent growth rate per annum),,,-2.1
858,Uruguay,2015,Capital city population (thousands),Montevideo,,"1,707"
858,Uruguay,2015,Capital city population (as a percentage of total population),Montevideo,,49.8
858,Uruguay,2015,Capital city population (as a percentage of total urban population),Montevideo,,52.4
858,Uruguay,2018,Urban population (percent),,,95.3
858,Uruguay,2018,Capital city population (thousands),Montevideo,,"1,737"
860,Uzbekistan,2005,Urban population (percent),,,48.5
860,Uzbekistan,2005,Urban population (percent growth rate per annum),,,2.3
860,Uzbekistan,2005,Rural population (percent growth rate per annum),,,0.4
860,Uzbekistan,2005,Capital city population (thousands),Tashkent,,"2,169"
860,Uzbekistan,2005,Capital city population (as a percentage of total population),Tashkent,,8.2
860,Uzbekistan,2005,Capital city population (as a percentage of total urban population),Tashkent,,16.9
860,Uzbekistan,2010,Urban population (percent),,,51
860,Uzbekistan,2010,Urban population (percent growth rate per annum),,,2.5
860,Uzbekistan,2010,Rural population (percent growth rate per annum),,,0.6
860,Uzbekistan,2010,Capital city population (thousands),Tashkent,,"2,244"
860,Uzbekistan,2010,Capital city population (as a percentage of total population),Tashkent,,7.8
860,Uzbekistan,2010,Capital city population (as a percentage of total urban population),Tashkent,,15.4
860,Uzbekistan,2015,Urban population (percent),,,50.8
860,Uzbekistan,2015,Urban population (percent growth rate per annum),,,1.5
860,Uzbekistan,2015,Rural population (percent growth rate per annum),,,1.7
860,Uzbekistan,2015,Capital city population (thousands),Tashkent,,"2,379"
860,Uzbekistan,2015,Capital city population (as a percentage of total population),Tashkent,,7.7
860,Uzbekistan,2015,Capital city population (as a percentage of total urban population),Tashkent,,15.1
860,Uzbekistan,2018,Urban population (percent),,,50.5
860,Uzbekistan,2018,Capital city population (thousands),Tashkent,,"2,464"
548,Vanuatu,2005,Urban population (percent),,,23.1
548,Vanuatu,2005,Urban population (percent growth rate per annum),,,3.7
548,Vanuatu,2005,Rural population (percent growth rate per annum),,,2.1
548,Vanuatu,2010,Urban population (percent),,,24.5
548,Vanuatu,2010,Urban population (percent growth rate per annum),,,3.6
548,Vanuatu,2010,Rural population (percent growth rate per annum),,,2.1
548,Vanuatu,2015,Urban population (percent),,,25
548,Vanuatu,2015,Urban population (percent growth rate per annum),,,2.7
548,Vanuatu,2015,Rural population (percent growth rate per annum),,,2.1
548,Vanuatu,2018,Urban population (percent),,,25.3
548,Vanuatu,2018,Capital city population (thousands),Port Vila,,53
862,Venezuela (Boliv. Rep. of),2005,Urban population (percent),,,88
862,Venezuela (Boliv. Rep. of),2005,Urban population (percent growth rate per annum),,,1.9
862,Venezuela (Boliv. Rep. of),2005,Rural population (percent growth rate per annum),,,1.1
862,Venezuela (Boliv. Rep. of),2005,Capital city population (thousands),Caracas,,"2,886"
862,Venezuela (Boliv. Rep. of),2005,Capital city population (as a percentage of total population),Caracas,,10.8
862,Venezuela (Boliv. Rep. of),2005,Capital city population (as a percentage of total urban population),Caracas,,12.3
862,Venezuela (Boliv. Rep. of),2010,Urban population (percent),,,88.1
862,Venezuela (Boliv. Rep. of),2010,Urban population (percent growth rate per annum),,,1.6
862,Venezuela (Boliv. Rep. of),2010,Rural population (percent growth rate per annum),,,1.4
862,Venezuela (Boliv. Rep. of),2010,Capital city population (thousands),Caracas,,"2,899"
862,Venezuela (Boliv. Rep. of),2010,Capital city population (as a percentage of total population),Caracas,,10
862,Venezuela (Boliv. Rep. of),2010,Capital city population (as a percentage of total urban population),Caracas,,11.3
862,Venezuela (Boliv. Rep. of),2015,Urban population (percent),,,88.2
862,Venezuela (Boliv. Rep. of),2015,Urban population (percent growth rate per annum),,,1.4
862,Venezuela (Boliv. Rep. of),2015,Rural population (percent growth rate per annum),,,1.3
862,Venezuela (Boliv. Rep. of),2015,Capital city population (thousands),Caracas,,"2,920"
862,Venezuela (Boliv. Rep. of),2015,Capital city population (as a percentage of total population),Caracas,,9.4
